id,quartile,identifiers,areas
Internal Medicine,Q2,"['1553-5606', '1553-5592']","['Medicine', 'Nursing']"
Medicine (miscellaneous),Q2,"['1553-5606', '1553-5592']","['Medicine', 'Nursing']"
Law,Q1,['0026-5535'],['Social Sciences']
Biochemistry,Q2,"['1937-335X', '1937-3341']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Materials Science']"
Bioengineering,Q2,"['1937-335X', '1937-3341']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Materials Science']"
Biomaterials,Q2,"['1937-335X', '1937-3341']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Materials Science']"
Biomedical Engineering,Q2,"['1937-335X', '1937-3341']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Materials Science']"
Cancer Research,Q2,"['0168-1702', '1872-7492']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Infectious Diseases,Q2,"['0168-1702', '1872-7492']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Virology,Q2,"['0168-1702', '1872-7492']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Food Science,Q1,['2772-5022'],['Agricultural and Biological Sciences']
Genetics,Q2,"['1432-0886', '0009-5915']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Genetics (clinical),Q2,"['1432-0886', '0009-5915']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Sociology and Political Science,Q1,['0896-9205'],['Social Sciences']
Ecology,Q1,"['1872-7026', '0304-3800']",['Environmental Science']
Ecological Modeling,Q2,"['1872-7026', '0304-3800']",['Environmental Science']
Health Informatics,Q2,['2574-2531'],['Medicine']
Education,Q1,"['1940-1892', '0095-8964']","['Environmental Science', 'Social Sciences']"
Environmental Science (miscellaneous),Q1,"['1940-1892', '0095-8964']","['Environmental Science', 'Social Sciences']"
Health Policy,Q2,"['1078-4659', '1550-5022']",['Medicine']
"Public Health, Environmental and Occupational Health",Q2,"['1078-4659', '1550-5022']",['Medicine']
"Pediatrics, Perinatology and Child Health",Q1,"['1873-2364', '0960-8966']","['Medicine', 'Neuroscience']"
Genetics (clinical),Q2,"['1873-2364', '0960-8966']","['Medicine', 'Neuroscience']"
Neurology,Q2,"['1873-2364', '0960-8966']","['Medicine', 'Neuroscience']"
Neurology (clinical),Q2,"['1873-2364', '0960-8966']","['Medicine', 'Neuroscience']"
Nuclear Energy and Engineering,Q1,['1001-8042'],"['Energy', 'Physics and Astronomy']"
Nuclear and High Energy Physics,Q2,['1001-8042'],"['Energy', 'Physics and Astronomy']"
Pharmaceutical Science,Q1,['2352-9520'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Biotechnology,Q2,['2352-9520'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Internal Medicine,Q2,['2352-9520'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Pharmacology (medical),Q2,['2352-9520'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Pathology and Forensic Medicine,Q1,"['1930-1111', '0740-2570']",['Medicine']
Social Sciences (miscellaneous),Q1,"['2164-0637', '2164-0629']","['Business, Management and Accounting', 'Social Sciences']"
Business and International Management,Q2,"['2164-0637', '2164-0629']","['Business, Management and Accounting', 'Social Sciences']"
"Tourism, Leisure and Hospitality Management",Q2,"['2164-0637', '2164-0629']","['Business, Management and Accounting', 'Social Sciences']"
Urology,Q1,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Health Policy,Q2,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Pharmacology (medical),Q2,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Psychiatry and Mental Health,Q2,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
"Public Health, Environmental and Occupational Health",Q2,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Reproductive Medicine,Q2,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Aging,Q3,"['2287-4690', '2287-4208']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Animal Science and Zoology,Q1,['2352-5134'],['Agricultural and Biological Sciences']
Aquatic Science,Q1,['2352-5134'],['Agricultural and Biological Sciences']
Arts and Humanities (miscellaneous),Q1,"['1090-2147', '0278-2626']","['Arts and Humanities', 'Neuroscience', 'Psychology']"
Cognitive Neuroscience,Q2,"['1090-2147', '0278-2626']","['Arts and Humanities', 'Neuroscience', 'Psychology']"
Developmental and Educational Psychology,Q2,"['1090-2147', '0278-2626']","['Arts and Humanities', 'Neuroscience', 'Psychology']"
Experimental and Cognitive Psychology,Q2,"['1090-2147', '0278-2626']","['Arts and Humanities', 'Neuroscience', 'Psychology']"
Neuropsychology and Physiological Psychology,Q2,"['1090-2147', '0278-2626']","['Arts and Humanities', 'Neuroscience', 'Psychology']"
Pathology and Forensic Medicine,Q1,"['1744-8352', '1473-7159']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Genetics,Q2,"['1744-8352', '1473-7159']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Molecular Biology,Q2,"['1744-8352', '1473-7159']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Molecular Medicine,Q2,"['1744-8352', '1473-7159']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Health Policy,Q2,"['0969-1413', '1475-5793']",['Medicine']
"Public Health, Environmental and Occupational Health",Q2,"['0969-1413', '1475-5793']",['Medicine']
"Physical Therapy, Sports Therapy and Rehabilitation",Q1,"['1557-0584', '1557-0576']","['Health Professions', 'Medicine']"
Rehabilitation,Q1,"['1557-0584', '1557-0576']","['Health Professions', 'Medicine']"
Geriatrics and Gerontology,Q2,"['1557-0584', '1557-0576']","['Health Professions', 'Medicine']"
Medicine (miscellaneous),Q2,"['1557-0584', '1557-0576']","['Health Professions', 'Medicine']"
Neurology (clinical),Q2,"['1557-0584', '1557-0576']","['Health Professions', 'Medicine']"
Library and Information Sciences,Q1,"['1536-5050', '1558-9439']","['Medicine', 'Social Sciences']"
Health Informatics,Q2,"['1536-5050', '1558-9439']","['Medicine', 'Social Sciences']"
Medicine (miscellaneous),Q2,"['1536-5050', '1558-9439']","['Medicine', 'Social Sciences']"
Aerospace Engineering,Q1,"['1384-5640', '1573-272X']","['Computer Science', 'Engineering', 'Mathematics']"
Control and Optimization,Q1,"['1384-5640', '1573-272X']","['Computer Science', 'Engineering', 'Mathematics']"
Mechanical Engineering,Q1,"['1384-5640', '1573-272X']","['Computer Science', 'Engineering', 'Mathematics']"
Modeling and Simulation,Q1,"['1384-5640', '1573-272X']","['Computer Science', 'Engineering', 'Mathematics']"
Computer Science Applications,Q2,"['1384-5640', '1573-272X']","['Computer Science', 'Engineering', 'Mathematics']"
Physics and Astronomy (miscellaneous),Q1,['0031-9201'],"['Earth and Planetary Sciences', 'Physics and Astronomy']"
Astronomy and Astrophysics,Q2,['0031-9201'],"['Earth and Planetary Sciences', 'Physics and Astronomy']"
Geophysics,Q2,['0031-9201'],"['Earth and Planetary Sciences', 'Physics and Astronomy']"
Space and Planetary Science,Q2,['0031-9201'],"['Earth and Planetary Sciences', 'Physics and Astronomy']"
"Geography, Planning and Development",Q1,"['0302-3427', '1471-5430']","['Environmental Science', 'Social Sciences']"
Public Administration,Q1,"['0302-3427', '1471-5430']","['Environmental Science', 'Social Sciences']"
"Management, Monitoring, Policy and Law",Q2,"['0302-3427', '1471-5430']","['Environmental Science', 'Social Sciences']"
Nuclear Energy and Engineering,Q1,"['0306-4549', '1873-2100']",['Energy']
"Radiology, Nuclear Medicine and Imaging",Q1,"['1868-4297', '1868-4300']",['Medicine']
Cardiology and Cardiovascular Medicine,Q2,"['1868-4297', '1868-4300']",['Medicine']
Medicine (miscellaneous),Q2,"['1868-4297', '1868-4300']",['Medicine']
Otorhinolaryngology,Q1,"['1976-8710', '2005-0720']",['Medicine']
Surgery,Q1,"['1976-8710', '2005-0720']",['Medicine']
Education,Q1,"['1745-3992', '0731-1745']",['Social Sciences']
Arts and Humanities (miscellaneous),Q1,"['1350-5068', '1461-7420']","['Arts and Humanities', 'Social Sciences']"
Gender Studies,Q1,"['1350-5068', '1461-7420']","['Arts and Humanities', 'Social Sciences']"
Food Science,Q1,['2666-5662'],"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Molecular Biology,Q2,['2666-5662'],"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Analysis,Q1,['2639-8001'],"['Computer Science', 'Mathematics']"
Applied Mathematics,Q2,['2639-8001'],"['Computer Science', 'Mathematics']"
Computational Theory and Mathematics,Q2,['2639-8001'],"['Computer Science', 'Mathematics']"
Statistics and Probability,Q2,['2639-8001'],"['Computer Science', 'Mathematics']"
Organizational Behavior and Human Resource Management,Q2,['1934-8835'],"['Business, Management and Accounting']"
Strategy and Management,Q2,['1934-8835'],"['Business, Management and Accounting']"
Business and International Management,Q2,"['1839-3527', '1833-3672']","['Business, Management and Accounting']"
Organizational Behavior and Human Resource Management,Q2,"['1839-3527', '1833-3672']","['Business, Management and Accounting']"
Education,Q1,['2049-6613'],['Social Sciences']
Applied Mathematics,Q2,['1945-497X'],"['Economics, Econometrics and Finance', 'Mathematics']"
Finance,Q2,['1945-497X'],"['Economics, Econometrics and Finance', 'Mathematics']"
Numerical Analysis,Q2,['1945-497X'],"['Economics, Econometrics and Finance', 'Mathematics']"
Library and Information Sciences,Q1,"['0010-0870', '2150-6701']",['Social Sciences']
Aquatic Science,Q1,"['1936-0584', '1936-0592']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science']"
Earth-Surface Processes,Q1,"['1936-0584', '1936-0592']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science']"
Ecology,Q1,"['1936-0584', '1936-0592']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science']"
"Ecology, Evolution, Behavior and Systematics",Q1,"['1936-0584', '1936-0592']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science']"
"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",Q1,['2046-1402'],"['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
"Biochemistry, Genetics and Molecular Biology (miscellaneous)",Q2,['2046-1402'],"['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Immunology and Microbiology (miscellaneous),Q2,['2046-1402'],"['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Medicine (miscellaneous),Q2,['2046-1402'],"['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']"
Developmental and Educational Psychology,Q2,"['0091-4150', '1541-3535']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Psychology']"
Geriatrics and Gerontology,Q2,"['0091-4150', '1541-3535']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Psychology']"
Aging,Q3,"['0091-4150', '1541-3535']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Psychology']"
Urology,Q1,"['0937-3462', '1433-3023']",['Medicine']
Obstetrics and Gynecology,Q2,"['0937-3462', '1433-3023']",['Medicine']
Analytical Chemistry,Q1,"['1945-2403', '0146-4760']","['Chemical Engineering', 'Chemistry', 'Environmental Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Chemical Health and Safety,Q1,"['1945-2403', '0146-4760']","['Chemical Engineering', 'Chemistry', 'Environmental Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Environmental Chemistry,Q2,"['1945-2403', '0146-4760']","['Chemical Engineering', 'Chemistry', 'Environmental Science', 'Pharmacology, Toxicology and Pharmaceutics']"
"Health, Toxicology and Mutagenesis",Q2,"['1945-2403', '0146-4760']","['Chemical Engineering', 'Chemistry', 'Environmental Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Toxicology,Q2,"['1945-2403', '0146-4760']","['Chemical Engineering', 'Chemistry', 'Environmental Science', 'Pharmacology, Toxicology and Pharmaceutics']"
"Ecology, Evolution, Behavior and Systematics",Q1,"['0022-2011', '1096-0805']",['Agricultural and Biological Sciences']
Education,Q1,"['2210-657X', '2210-6561']",['Social Sciences']
Anthropology,Q1,"['0197-7261', '2051-6185']","['Arts and Humanities', 'Social Sciences']"
Archeology,Q1,"['0197-7261', '2051-6185']","['Arts and Humanities', 'Social Sciences']"
Archeology (arts and humanities),Q1,"['0197-7261', '2051-6185']","['Arts and Humanities', 'Social Sciences']"
Biomedical Engineering,Q2,"['1743-5390', '1743-5404']","['Engineering', 'Materials Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Nanoscience and Nanotechnology,Q2,"['1743-5390', '1743-5404']","['Engineering', 'Materials Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Toxicology,Q2,"['1743-5390', '1743-5404']","['Engineering', 'Materials Science', 'Pharmacology, Toxicology and Pharmaceutics']"
Accounting,Q2,"['0001-3072', '1467-6281']","['Business, Management and Accounting']"
Organic Chemistry,Q1,['0002-5100'],['Chemistry']
Artificial Intelligence,Q2,['2504-2289'],"['Business, Management and Accounting', 'Computer Science']"
Computer Science Applications,Q2,['2504-2289'],"['Business, Management and Accounting', 'Computer Science']"
Information Systems,Q2,['2504-2289'],"['Business, Management and Accounting', 'Computer Science']"
Management Information Systems,Q2,['2504-2289'],"['Business, Management and Accounting', 'Computer Science']"
Environmental Science (miscellaneous),Q1,"['2194-5411', '2194-5403']",['Environmental Science']
Cancer Research,Q2,"['1099-1069', '0278-0232']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Hematology,Q2,"['1099-1069', '0278-0232']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Medicine (miscellaneous),Q2,"['1099-1069', '0278-0232']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Oncology,Q2,"['1099-1069', '0278-0232']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Nursing (miscellaneous),Q1,['1753-8157'],"['Health Professions', 'Medicine', 'Nursing']"
Health Informatics,Q2,['1753-8157'],"['Health Professions', 'Medicine', 'Nursing']"
Health Information Management,Q2,['1753-8157'],"['Health Professions', 'Medicine', 'Nursing']"
Philosophy,Q1,"['2053-4477', '2053-4485']",['Arts and Humanities']
Nephrology,Q1,"['2211-9132', '2211-9140']",['Medicine']
Urology,Q1,"['2211-9132', '2211-9140']",['Medicine']
"Electronic, Optical and Magnetic Materials",Q1,"['2194-1459', '2194-1467']","['Energy', 'Materials Science']"
Materials Chemistry,Q1,"['2194-1459', '2194-1467']","['Energy', 'Materials Science']"
Fuel Technology,Q2,"['2194-1459', '2194-1467']","['Energy', 'Materials Science']"
"Renewable Energy, Sustainability and the Environment",Q2,"['2194-1459', '2194-1467']","['Energy', 'Materials Science']"
Nutrition and Dietetics,Q2,['1446-6368'],"['Medicine', 'Nursing']"
"Public Health, Environmental and Occupational Health",Q2,['1446-6368'],"['Medicine', 'Nursing']"
Law,Q1,['1043-9463'],['Social Sciences']
Sociology and Political Science,Q1,['1043-9463'],['Social Sciences']
Health (social science),Q1,"['0957-4824', '1460-2245']","['Medicine', 'Social Sciences']"
"Public Health, Environmental and Occupational Health",Q2,"['0957-4824', '1460-2245']","['Medicine', 'Social Sciences']"
Neuropsychology and Physiological Psychology,Q2,"['1872-7697', '0167-8760']","['Medicine', 'Neuroscience', 'Psychology']"
Neuroscience (miscellaneous),Q2,"['1872-7697', '0167-8760']","['Medicine', 'Neuroscience', 'Psychology']"
Physiology (medical),Q2,"['1872-7697', '0167-8760']","['Medicine', 'Neuroscience', 'Psychology']"
Ecology,Q1,"['1448-5516', '1049-8001']","['Agricultural and Biological Sciences', 'Environmental Science']"
Forestry,Q1,"['1448-5516', '1049-8001']","['Agricultural and Biological Sciences', 'Environmental Science']"
Dermatology,Q1,['2352-6475'],['Medicine']
Health Policy,Q2,['2213-5383'],['Medicine']
