Journal title,Journal ISSN (print version),Journal EISSN (online version),Languages in which the journal accepts manuscripts,Publisher,DOAJ Seal,Journal license,APC
TransNav: International Journal on Marine Navigation and Safety of Sea Transportation,2083-6473,2083-6481,English,Gdynia Maritime University,False,CC BY-NC,True
Antropólogos Iberoamericanos en Red,1695-9752,1578-9705,Spanish,Antropólogos Iberoamericanos en Red,False,CC BY-NC,False
Journal of Engineering and Management in Industrial System,2338-3925,2477-6025,"English, Indonesian",University of Brawijaya,False,CC BY-NC,True
JOIV: International Journal on Informatics Visualization,2549-9610,2549-9904,English,Politeknik Negeri Padang,False,CC BY-SA,False
Jurnal Masyarakat dan Budaya,2615-7608,2502-1966,"English, Indonesian",Indonesian Institute of Sciences,False,CC BY-NC-SA,False
Nanotheranostics,N/A,2206-7418,English,Ivyspring International Publisher,False,CC BY-NC,True
Indonesian Food and Nutrition Progress,0854-6177,2597-9388,English,Indonesian Association of Food Technologists,False,CC BY-SA,False
Indonesian Psychological Research,2655-9013,2655-1640,"English, Indonesian",State Islamic University of Sunan Ampel,False,CC BY-SA,False
Applied Medical Informatics,1224-5593,2067-7855,English,"Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca",False,CC BY,False
Mercados y Negocios,N/A,2594-0163,"English, Spanish",Universidad de Guadalajara,False,CC BY-NC,False
Journal of Historical Syntax,N/A,2163-6001,English,University of Konstanz,False,CC BY,False
Iranian Journal of Pediatric Surgery,N/A,2423-7612,English,Pediatric Surgery Research Center of Shahid Beheshti University of Medical Sciences,False,CC BY-NC,False
Walawalkar International Medical Journal,N/A,2395-0684,English,BKL Walawalkar Rural Medical College & Hospital,False,Publisher's own license,False
Journal of Horticulture and Postharvest Research,2588-4883,2588-6169,English,University of Birjand,False,CC BY,True
ASEAN Journal of Community Engagement,2580-9563,2581-0030,English,Universitas Indonesia,False,CC BY-SA,False
"JEMMME (Journal of Energy, Mechanical, Material, and Manufacturing Engineering)",2541-6332,2548-4281,English,University of Muhammadiyah Malang,False,CC BY-NC,True
Journal of Islamic Dental Association of Iran,N/A,2383-3041,English,Islamic Dental Association of Iran,False,CC BY-NC,False
"Visual Computing for Industry, Biomedicine, and Art",N/A,2524-4442,English,SpringerOpen,False,CC BY,False
El Guiniguada,0213-0610,2386-3374,Spanish,Universidad de Las Palmas de Gran Canaria,False,CC BY-NC-ND,False
Revue Africaine de Management,2335-9811,N/A,"English, French",Université Ibn Zohr Agadir-MAROC,False,CC BY-NC,False
Revista Eletrônica de Direito do Centro Universitário Newton Paiva,N/A,1678-8729,Portuguese,Centro Universitario Newton Paiva,False,CC BY-NC-SA,False
Revista Română pentru Studii Baltice şi Nordice,2067-1725,2067-225X,English,The Romanian Association for Baltic and Nordic Studies,False,CC BY-SA,False
Taṣvīr-i salāmat,2008-9058,2423-6640,Persian,Tabriz University of Medical Sciences,False,CC BY-NC,False
Journal of Interdisciplinary Teacher Leadership,N/A,2474-7432,English,Kenan Fellows Program for Teacher Leadership,False,CC BY-NC,False
Frontiers in Dentistry,N/A,2676-296X,English,Tehran University of Medical Sciences,False,CC BY-NC,True
Journal of Accounting and Finance in Emerging Economies,2519-0318,2518-8488,English,CSRC Publishing,True,CC BY-NC,False
Journal of Applied Food Technology,2355-9152,2614-7076,English,"Diponegoro University, Faculty of Animal and Agricultural Sciences, Department of Food Technology",False,CC BY-NC-ND,True
International Journal of Mathematics for Industry,2661-3352,2661-3344,English,World Scientific Publishing,False,CC BY,False
Biodiversity Journal,2039-0394,2039-0408,English,"Edizioni Danaus, Palermo",False,Publisher's own license,True
Journal of Clinical Interventional Radiology ISVIR,N/A,2456-4869,English,"Thieme Medical Publishers, Inc.",False,"CC BY, CC BY-NC-ND",False
Journal of Science and Technology of the Arts,1646-9798,2183-0088,English,Universidade Católica Portuguesa,False,CC BY,False
مجلة جامعة كويه للعلوم الانسانية والاجتماعية,2707-9341,2522-3259,"Arabic, English, Kurdish",Koya University,False,CC BY-NC-ND,False
Trace,N/A,2343-0591,"English, Finnish, Swedish",Finnish Society for Human-Animal Studies,False,CC BY,False
Горные науки и технологии,N/A,2500-0632,"English, Russian",National University of Science and Technology MISiS,False,CC BY,False
Mashriq & Mahjar,N/A,2169-4435,English,"North Carolina State University, Moise A. Khayrallah Center for Lebanese Diaspora Studies",False,CC BY-NC-ND,False
Revueltas,N/A,2452-5707,Spanish,Núcleo de Historia Social Popular,False,CC BY-NC-SA,False
SOTL in the South,N/A,2523-1154,English,University of Johannesburg,False,CC BY,False
Babel,N/A,2238-5754,"English, French, Portuguese",Universidade do Estado da Bahia (UNEB),False,CC BY-SA,False
Informe Gepec,1676-0670,1679-415X,Portuguese,Universidade Estadual do Oeste do Paraná,False,CC BY-NC-SA,False
Malaysian Online Journal of Educational Sciences,N/A,2289-3024,English,University of Malaya,False,CC BY-NC-ND,False
"International Journal of Industrial Electronics, Control and Optimization",2645-3517,2645-3568,English,University of Sistan and Baluchestan,False,CC BY,True
Brain Science Advances,N/A,2096-5958,English,SAGE Publishing,False,"CC BY, CC BY-NC",False
Digest Journal of Nanomaterials and Biostructures,N/A,1842-3582,English,Virtual Company of Physics,False,CC BY,True
IRJE (Indonesian Research Journal in Education),N/A,2580-5711,English,Universitas Jambi,False,CC BY-NC-SA,False
La Razón histórica. Revista hispanoamericana de Historia de las Ideas,N/A,1989-2659,"English, Italian, Portuguese, Spanish",Universidad de Murcia,False,CC BY-NC-ND,False
Chironomus Newsletter on Chironomidae Research,N/A,1891-5426,"English, Norwegian","Norwegian University of Science and Technology, Museum of Natural History and Archaeology, Trondheim",False,CC BY,False
Journal of Nepal Paediatric Society,1990-7974,1990-7982,English,Nepal Paediatric Society,False,CC BY,False
Epidemiologia e Serviços de Saúde,1679-4974,2237-9622,"English, Portuguese",Ministério da Saúde do Brasil,False,CC BY-NC,False
Avicenna Journal of Environmental Health Engineering,N/A,2423-4583,English,Hamadan University of Medical Sciences,False,CC BY-NC,False
"Revista Ingeniería, Matemáticas y Ciencias de la Información",N/A,2357-3716,Spanish,Corporación Universitaria Republicana,False,CC BY,False
Innovative Issues and Approaches in Social Sciences,N/A,1855-0541,English,CEOs Ltd.,False,CC BY-NC,False
Вісник Київського національного університету культури і мистецтв. Серія: Туризм,2616-7603,2618-1460,"English, Ukrainian",KNUKiM Publishing Centre,False,CC BY,False
Вісник Київського національного університету культури і мистецтв. Серія: Аудіовізуальне мистецтво і виробництво,2617-2674,2617-4049,"English, Russian, Ukrainian",KNUKiM Publishing Centre,False,CC BY,False
Udayana Journal of Law and Culture,N/A,2549-0680,English,Faculty of Law University of Udayana,False,CC BY,False
Jurnal Ilmu Dasar,1411-5735,2442-5613,"English, Indonesian",Fakultas MIPA Universitas Jember,False,CC BY-SA,True
Ḥakīm Siyyid Ismā̒īl-i Jurjānī,2345-6108,2345-6442,Persian,Golestan University of Medical Sciences,False,CC BY-NC,False
Majalah Bisnis Dan IPTEK,1410-6949,2502-1559,Indonesian,Sekolah Tinggi Ilmu Ekonomi (STIE) Pasundan,False,CC BY-NC,False
Russian Linguistic Bulletin,2313-0288,2411-2968,English,Marina Sokolova Publishings,False,CC BY,True
Agritech,1411-1063,2580-5002,"English, Indonesian",Universitas Muhammadiyah Purwokerto,False,CC BY,False
Compendium,1317-6099,N/A,Spanish,Universidad Centroccidental Lisandro Alvarado,False,CC BY-NC-ND,False
Chasqui,1390-1079,1390-924X,"Portuguese, Spanish",Centro Internacional de Estudios Superiores de Comunicación para América Latina (CIESPAL),False,CC BY-ND,False
International Neurourology Journal,2093-4777,2093-6931,English,Korean Continence Society,False,CC BY-NC,False
Li Falah: Jurnal Studi Ekonomi dan Bisnis Islam,2541-6545,2549-6085,"English, Indonesian",Institut Agama Islam Negeri Kendari,False,CC BY-SA,False
SELIM,1132-631X,2792-3878,English,Ediuno. Ediciones de la Universidad de Oviedo,False,CC BY-NC-ND,False
Anafora,1849-2339,2459-5160,"German, Hungarian, English, Croatian",University of Osijek,False,CC BY,False
Nurani,1693-8437,2460-9102,Indonesian,Universitas Islam Negeri Raden Fatah,False,CC BY-SA,False
SportLogia,1986-6089,1986-6119,"English, Bosnian, Croatian, Serbian","University of Banja Luka, Faculty of physical education and sport",False,CC BY-NC,False
Revista Electrónica de LEEME,N/A,1575-9563,"Spanish, English",Universidad de Valencia,False,CC BY,False
Econometric Research in Finance,2451-1935,2451-2370,English,"SGH Warsaw School of Economics, Collegium of Economic Analysis",False,CC BY,False
Monstrum,N/A,2561-5629,"Italian, French, English",Montreal Monstrum Society,False,CC BY,False
Linguaculture,2067-9696,2285-9403,English,Alexandru Ioan Cuza University Press,False,CC BY-NC-ND,False
El Higo,2413-192X,2413-1911,"Spanish, English",Universidad Nacional de Ingeniería,False,CC BY-NC-ND,False
Acta Botanica Croatica,0365-0588,1847-8476,English,"University of Zagreb, Faculty of Science, Department of Biology",False,CC BY-NC,False
Perspectivas,N/A,2448-2390,"Portuguese, English, Italian, French, Spanish",Universidade Federal do Tocantins,False,CC BY,False
Food Chemistry Advances,N/A,2772-753X,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Southeast Asian Mathematics Education Journal,2089-4716,2721-8546,English,SEAMEO Regional Centre for QITEP in Mathematics,False,CC BY,False
Tetrahedron Chem,N/A,2666-951X,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Screenworks,N/A,2514-3123,English,UWE,False,CC BY-NC-ND,False
Cambridge Educational Research e-Journal,N/A,2634-9876,English,University of Cambridge,False,CC BY-NC-SA,False
"Dialektika: Jurnal Bahasa, Sastra, dan Pendidikan Bahasa dan Sastra Indonesia",2407-506X,2502-5201,"English, Indonesian",Universitas Islam Negeri Syarif Hidayatullah Jakarta,False,CC BY,False
The Journal of Critical Infrastructure Policy,N/A,2693-3101,English,Policy Studies Organization,False,CC BY-NC-ND,False
Comparative Legilinguistics,2080-5926,2391-4491,"English, French, German, Polish, Russian, Spanish","Adam Mickiewicz University, Poznan",False,CC BY,False
International Journal of Entrepreneurial Knowledge,N/A,2336-2960,English,Center for International Scientific Research of VŠO and VŠPP,False,CC BY-NC-ND,False
Propuestas Críticas en Trabajo Social,N/A,2735-6620,"Portuguese, Spanish, English",Universidad de Chile,False,CC BY-NC-SA,False
Gladi: Jurnal Ilmu Keolahragaan,1693-1556,2597-8942,English,LPPM Universitas Negeri Jakarta,False,CC BY-SA,True
Área Abierta,2530-7592,1578-8393,"Spanish, English, Portuguese",Ediciones Complutense,False,CC BY,False
Global Journal of Public Health Medicine,N/A,2664-4657,English,Education in Action Club,False,CC BY-NC,True
Revista Latinoamericana de Trabajo y Trabajadores,N/A,2667-3231,"English, Portuguese, Spanish",Red Latinoamericana de Trabajo y Trabajadores (REDLATT),False,CC BY-NC-SA,False
Asian Journal for Public Opinion Research,N/A,2288-6168,English,ANPOR Korea,False,CC BY-NC,True
Journal of Agricultural Research,0368-1157,2076-7897,English,"Directorate of Agricultural Information, Punjab-Lahore",False,CC BY,False
Review of Irish Studies in Europe,N/A,2398-7685,"English, Irish",European Federation of Associations and Centres of Irish Studies,False,CC BY-NC-ND,False
Revista de Análisis Económico y Financiero,2617-9989,2663-8908,"English, Spanish",Universidad de San Martín de Porres,False,CC BY-NC-SA,False
JKBM (Jurnal Konsep Bisnis dan Manajemen),2407-2648,2407-263X,Indonesian,Universitas Medan Area,False,CC BY,False
مطالعات مدیریت راهبردی,2228-6853,2676-6744,Persian,Iran Strategic Management Society,False,CC BY-NC,True
Journal of Integrated Elementary Education,N/A,2776-1657,"English, Indonesian",Fakultas Ilmu Tarbiyah dan Keguruan Universitas Islam Negeri Walisongo Semarang,False,CC BY-SA,False
Computational and Experimental Research in Materials and Renewable Energy,N/A,2747-173X,English,"Physics Department, Faculty of Mathematics and Natural Sciences University of Jember",False,CC BY-SA,False
Tawazun,1978-6786,2654-5845,Indonesian,"Program Studi Magister Pendidikan Agama Islam, Sekolah Pascasarjana Universitas Ibn Khaldun Bogor",False,CC BY-SA,True
Fabrica Litterarum Polono-Italica,N/A,2658-185X,"English, Italian, Polish",Wydawnictwo Uniwersytetu Śląskiego,False,CC BY-SA,False
Motriz: Revista de Educacao Fisica,N/A,1980-6574,English,Universidade Estadual Paulista (UNESP),False,CC BY,True
Brazilian Journal of Food Technology,N/A,1981-6723,"English, Portuguese, Spanish",Instituto de Tecnologia de Alimentos (ITAL),False,CC BY,True
AD Research,N/A,2340-3144,"English, Spanish",ESIC University,False,CC BY-NC-ND,False
Journal of Advances in Medical Education and Professionalism,2322-2220,2322-3561,English,Shiraz University of Medical Sciences,False,CC BY-ND,True
Cornova,1804-6983,2787-9151,"Czech, English, German, French","Czech Academy of Sciences, Institute of Czech Literature",False,CC BY-NC-ND,False
Journal of Educational Studies,2668-6414,2668-2508,English,Editura Universității Adventus,False,CC BY-NC-ND,False
"International Journal of Management, Knowledge and Learning",2232-5107,2232-5697,English,International School for Social and Business Studies,False,CC BY-SA,False
Journal of Eye Movement Research,N/A,1995-8692,English,Bern Open Publishing,False,CC BY,True
Equilibrium,1412-9124,2622-3430,"English, Indonesian",Universitas Sebelas Maret,False,CC BY-SA,False
International Journal for Research in Vocational Education and Training,2197-8638,2197-8646,English,European Research Network Vocational Education and Training (VETNET),False,CC BY-SA,False
"Labyrinth: An International Journal for Philosophy, Value Theory and Sociocultural Hermeneutics",2410-4817,1561-8927,"German, French, English",Axia Academic Publishers,False,CC BY-NC-ND,False
Health and Social Care Delivery Research,2755-0060,2755-0079,English,NIHR Journals Library,False,CC BY,False
Journal of Hand Surgery Global Online,N/A,2589-5141,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
JPPI (Jurnal Penelitian Pendidikan Indonesia),2477-8524,2502-8103,"Indonesian, English","Indonesian Institute for Counseling, Education and Therapy (IICET)",False,CC BY-NC-SA,True
Senderos Pedagogicos,2145-8243,N/A,"English, Spanish",Tecnológico de Antioquia Institución Universitaria,False,CC BY-NC-SA,False
Anuario Facultad de Ciencias Económicas y Empresariales,N/A,2218-3639,"Spanish, English, Portuguese",Ediciones UO,False,CC BY-NC-ND,False
Negrei,2775-8621,2798-3803,English,Institut Agama Islam Negeri (IAIN) Curup,False,CC BY-NC-SA,False
Revista Educación y Sociedad,N/A,2709-9164,"Spanish, English",Academia de Estudios Educativos y Sociales (ACEES),False,CC BY-NC-ND,False
Anuario Mexicano de Historia de la Educación,N/A,2683-295X,"Portuguese, English, Spanish",Sociedad Mexicana de Historia de la Educación,False,CC BY-NC,False
Revista de Defesa da Concorrência,N/A,2318-2253,"French, Spanish, English, Portuguese",Conselho administrativo de Defesa Econômica (CADE),False,CC BY,False
"Revista UCES D.G. ""Enseñanza y Aprendizaje del Diseño",N/A,2344-9551,Spanish,Universidad de Ciencias Empresariales y Sociales,False,CC BY-NC,False
